RT @helentheroberts: Fiona Bruce on @BBCNews casually talking about careers being “low skilled”. About time we spoke about these jobs as be…
RT @SusanChappelle1: The goal all along was to destroy our government. Nearly 300 out of 700 key exec branch jobs have never been filled &amp;…
"RT @jon_trickett: It's working class people who emerge as the heroes in this crisis. 
 
Often very poorly paid &amp; mortality rates are among…"
"RT @RepAdamSchiff: A record-breaking 20.5 million jobs were lost in April. Unemployment has risen to 14.7%.

But mass unemployment is a pol…"
"@dr_jfprice @elonmusk Some bozo will come in to say something like, ""he brings jobs to people who need them, and money for the state."" I mean... he has no problem killing his employees while paying them pennies, but I guess people gotta work"
"At 25, Blake Bolden Became the First Black Woman to Play Professional Ice Hockey https://t.co/fpNDys6KZd"
"RT @AsimSBajwa: Announcing to start construction of Diamer Bhasha Dam today is historic news for all generations of Pakistan,a huge stimulu…"
"Our people &amp; environment must be at the centre of infrastructure plans- create &amp; transition workers into green jobs, &amp; build infrastructure to adapt to the climate crisis #JustRecovery #UniteBehindClimate 
@grantrobertson1 @PhilTwyford @shanejonesmp https://t.co/bqLI7gzWrT"
This job might be a great fit for you: Divisional VP Shaw Contract Flooring - Asia Pacific - https://t.co/qg6StykSPV #BusinessMgmt #Sydney
RT @doctor_oxford: Today's @ONS data show that men in low-skilled jobs are almost four times as likely to die from coronavirus as professio…
RT @know_payne: 😂😂😂 my boy Dewine got 2 jobs https://t.co/iV6ST2XRok
"RT @Bognet4congress: .@GovernorTomWolf's lockdown has been a disaster. Millions of Pennsylvanians lost jobs &amp; losing hope, 1000s dead in nu…"
"RT @RBReich: Elon Musk furloughed thousands of factory workers and ordered pay cuts. 

Meanwhile, he stands to take home a $700M bonus. 

N…"
"RT @passantino: ""Three employees told Business Insider that Tesla asked employees to return to work with phone calls and text messages. If…"
"RT @GSorensen: @oliverdarcy Excellent jobs by @weijia and @kaitlancollins.

Poor Donald doesn't know how to handle strong women asking him…"
RT @keepnhspublic: Wow! Fiona Bruce should think again before calling care workers ‘low skilled jobs’. Who would you rather have looking af…
"RT @PalmerReport: Props to @Weijia Jiang, @kaitlancollins, and @Yamiche Alcindor for ganging up on Donald Trump today and prompting him to…"
RT @Pontifex: Many people have recently lost their jobs. Let us #PrayTogether for our brothers and sisters who are suffering for lack of em…
"RT @AsimSBajwa: Announcing to start construction of Diamer Bhasha Dam today is historic news for all generations of Pakistan,a huge stimulu…"
"@dazgood500 @MarkSKrikorian @NumbersUSA H2B isn't for harvesting crops. Completely different type of visa. Seasonal employers need workers for 6-10 months at a time, not 2 months of summer break. H2B includes jobs with duties not safe or legal for children. Happy to educate if you'd like to learn more. #SaveH2B"
"RT @StephenKing: Worst jobs report in history, but the Dow pops 500. The fat cats are doing fine, ‘cos that’s life under Trump."
@MattMurph24 3 reporters have been doing their jobs. @weijia @Yamiche and I think reed from cbs. Everyone else has been useless
RT @SusanChappelle1: The goal all along was to destroy our government. Nearly 300 out of 700 key exec branch jobs have never been filled &amp;…
RT @emfvet78: Remember shovel Ready jobs. Get ready to get this shoved right up your ass! This will end up in Union hands and Democrat Supe…
"RT @PalmerReport: Props to @Weijia Jiang, @kaitlancollins, and @Yamiche Alcindor for ganging up on Donald Trump today and prompting him to…"
RT @ColsBols: BREAKING: Democrats are starting negotiations for a relief package to help the 20 million Americans who are currently out of…
RT @HackneyAbbott: Men in low skilled jobs the least likely to be able to work from home. So in practise these are the people ⁦@BorisJohnso…
RT @SusanChappelle1: The goal all along was to destroy our government. Nearly 300 out of 700 key exec branch jobs have never been filled &amp;…
"RT @news_ntd: Sens. @tedcruz, @TomCottonAR, @ChuckGrassley, and @HawleyMO have written to President @realDonaldTrump, pressing that he susp…"
"RT @BenjaminAbella: Something I have learned.  People who are doing a great job rarely need to say ""we're doing a great job"". Great jobs ar…"
"RT @TimeCarpenter: @scotlabnurse7 @SocialM85897394 @BBCNews Its how that class at the BBC view certain workers, They have no idea what it t…"
"But even though the data is limited, Pacific communities are alarmed and are organizing to improve access to testing and contract tracing. There's particular urgency because of the communities' high rates of hypertension/diabetes; multi-generational living; and service jobs."
"Grow your career with Ollie’s! Now hiring in #Marshall, TX! Complete details here: https://t.co/l9eVzV8X6v #Retail"
"“Mundey and his fellow unionists saw at the outset that the #jobs-versus-#environment debate is a sham construct. Workers can have both, if they only insist on it. “ #ThanksJackMundey  @gpaddymanning @CFMEU 
https://t.co/vcpzBoX2C0"
"RT @gipsy_escobar: To all Data Scientist interested in criminal justice out there, @MforJ is hiring https://t.co/lGvYoZCdyP. Check out our…"
"RT @PalmerReport: Props to @Weijia Jiang, @kaitlancollins, and @Yamiche Alcindor for ganging up on Donald Trump today and prompting him to…"
Pretty epic to go from not having enough tests to even test health care professionals who exhibit symptoms to now testing each of the 100+million Americans that have jobs every single day of the week all in the span of a month (because it ain’t happening) https://t.co/wHpnbMQcQd
Job Vacancy – Special Education Resource System (SERS) Clerk - Special Education Department. Apply online at https://t.co/eSJOOiVf3J. #TeamSISD #par19hr #Jobs
"RT @RepAdamSchiff: A record-breaking 20.5 million jobs were lost in April. Unemployment has risen to 14.7%.

But mass unemployment is a pol…"
RT @ColsBols: BREAKING: Democrats are starting negotiations for a relief package to help the 20 million Americans who are currently out of…
"RT @Adriandhy: People stayed home for two months, lost their loved ones (without saying goodbye), lost their jobs, lost their sanity, menta…"
